target,seed,policy,variant,case,method,baseline,method_score,baseline_score,gain_percent
T0,61731,FIXED512,RAW,S2,PATH,FROZEN_WEATHER,0.09810094034315647,0.10190892423603877,3.736653999077004
T0,61731,FIXED512,RAW,S3,PATH,FROZEN_WEATHER,0.10948730773368391,0.11480022176099972,4.627964951476012
T0,61731,FIXED512,RAW,MEAN,PATH,FROZEN_WEATHER,0.09640986239782653,0.09989101393222599,3.4849496439803356
T0,61731,FIXED512,RAW,WORST,PATH,FROZEN_WEATHER,0.10948730773368391,0.11480022176099972,4.627964951476012
T1,61730,FIXED512,RAW,S0,PATH,FROZEN_WEATHER,0.08003494645568612,0.08161036915703702,1.9304197709477666
T1,61730,FIXED512,RAW,S1,PATH,FROZEN_WEATHER,0.08968591745505856,0.0940109499977998,4.600562533239431
T1,61730,FIXED512,RAW,S2,PATH,FROZEN_WEATHER,0.09216225015533147,0.09604120648989342,4.038845904096529
T1,61730,FIXED512,RAW,S3,PATH,FROZEN_WEATHER,0.10337383635066709,0.10971268881087423,5.7776839934478605
T1,61730,FIXED512,RAW,MEAN,PATH,FROZEN_WEATHER,0.09131423760418582,0.09534380361390113,4.226353320277857
T1,61730,FIXED512,RAW,WORST,PATH,FROZEN_WEATHER,0.10337383635066709,0.10971268881087423,5.7776839934478605
T1,61731,FIXED512,RAW,S0,PATH,FROZEN_WEATHER,0.07978432958954362,0.08161036915703702,2.2375092605936913
T1,61731,FIXED512,RAW,S1,PATH,FROZEN_WEATHER,0.08964203157783701,0.0940109499977998,4.647244198750289
T1,61731,FIXED512,RAW,S2,PATH,FROZEN_WEATHER,0.09220566947637301,0.09604120648989342,3.9936368499535946
T1,61731,FIXED512,RAW,S3,PATH,FROZEN_WEATHER,0.10338647335233948,0.10971268881087423,5.766165725315558
T1,61731,FIXED512,RAW,MEAN,PATH,FROZEN_WEATHER,0.09125462599902327,0.09534380361390113,4.288876109282527
T1,61731,FIXED512,RAW,WORST,PATH,FROZEN_WEATHER,0.10338647335233948,0.10971268881087423,5.766165725315558
T2,61730,FIXED512,RAW,S0,PATH,FROZEN_WEATHER,0.14224851987771175,0.12856610506327273,-10.642318834894573
T2,61730,FIXED512,RAW,S1,PATH,FROZEN_WEATHER,0.1407727825958616,0.12974294788371551,-8.501298060555685
T2,61730,FIXED512,RAW,S2,PATH,FROZEN_WEATHER,0.14486370324042716,0.1335286213458779,-8.488878099915457
T2,61730,FIXED512,RAW,S3,PATH,FROZEN_WEATHER,0.1438311510021062,0.13157882228344767,-9.311778678383753
T2,61730,FIXED512,RAW,MEAN,PATH,FROZEN_WEATHER,0.1429290391790267,0.13085412414407846,-9.227768030951019
T2,61730,FIXED512,RAW,WORST,PATH,FROZEN_WEATHER,0.14486370324042716,0.1335286213458779,-8.488878099915457
T2,61731,FIXED512,RAW,S0,PATH,FROZEN_WEATHER,0.14446666111921103,0.12856610506327273,-12.367611236346445
T2,61731,FIXED512,RAW,S1,PATH,FROZEN_WEATHER,0.14193949489651161,0.12974294788371551,-9.400547167871874
T2,61731,FIXED512,RAW,S2,PATH,FROZEN_WEATHER,0.14607363116561056,0.1335286213458779,-9.394996887773932
T2,61731,FIXED512,RAW,S3,PATH,FROZEN_WEATHER,0.14592901944208578,0.13157882228344767,-10.906160208460337
T2,61731,FIXED512,RAW,MEAN,PATH,FROZEN_WEATHER,0.14460220165585475,0.13085412414407846,-10.506415141061053
T2,61731,FIXED512,RAW,WORST,PATH,FROZEN_WEATHER,0.14607363116561056,0.1335286213458779,-9.394996887773932
T0,61730,FIXED512,RAW,S0,POINT,FROZEN_WEATHER,0.08358602903142794,0.08523022827887197,1.9291268844948324
T0,61730,FIXED512,RAW,S1,POINT,FROZEN_WEATHER,0.09647252409224383,0.09762468145299348,1.1801906481041065
T0,61730,FIXED512,RAW,S2,POINT,FROZEN_WEATHER,0.1005747232605377,0.10190892423603877,1.309209164460254
T0,61730,FIXED512,RAW,S3,POINT,FROZEN_WEATHER,0.11586776669470214,0.11480022176099972,-0.9299153933037908
T0,61730,FIXED512,RAW,MEAN,POINT,FROZEN_WEATHER,0.09912526076972789,0.09989101393222599,0.7665886373099127
T0,61730,FIXED512,RAW,WORST,POINT,FROZEN_WEATHER,0.11586776669470214,0.11480022176099972,-0.9299153933037908
T0,61731,FIXED512,RAW,S0,POINT,FROZEN_WEATHER,0.08288282423619962,0.08523022827887197,2.7541918989019716
T0,61731,FIXED512,RAW,S1,POINT,FROZEN_WEATHER,0.09553910027720407,0.09762468145299348,2.1363257167641834
T0,61731,FIXED512,RAW,S2,POINT,FROZEN_WEATHER,0.09992344361355188,0.10190892423603877,1.9482892566780268
T0,61731,FIXED512,RAW,S3,POINT,FROZEN_WEATHER,0.11514915607864566,0.11480022176099972,-0.30394916690351503
T0,61731,FIXED512,RAW,MEAN,POINT,FROZEN_WEATHER,0.0983736310514003,0.09989101393222599,1.519038421068787
T0,61731,FIXED512,RAW,WORST,POINT,FROZEN_WEATHER,0.11514915607864566,0.11480022176099972,-0.30394916690351503
T1,61730,FIXED512,RAW,S0,POINT,FROZEN_WEATHER,0.07970397690551766,0.08161036915703702,2.3359681756261055
T1,61730,FIXED512,RAW,S1,POINT,FROZEN_WEATHER,0.09009508813448036,0.0940109499977998,4.1653252769077245
T1,61730,FIXED512,RAW,S2,POINT,FROZEN_WEATHER,0.09237389059897383,0.09604120648989342,3.818481696505458
T1,61730,FIXED512,RAW,S3,POINT,FROZEN_WEATHER,0.10452290519762429,0.10971268881087423,4.730340373114211
T1,61730,FIXED512,RAW,MEAN,POINT,FROZEN_WEATHER,0.09167396520914904,0.09534380361390113,3.8490581093379257
T1,61730,FIXED512,RAW,WORST,POINT,FROZEN_WEATHER,0.10452290519762429,0.10971268881087423,4.730340373114211
T1,61731,FIXED512,RAW,S0,POINT,FROZEN_WEATHER,0.07948392110849746,0.08161036915703702,2.605610133251317
T1,61731,FIXED512,RAW,S1,POINT,FROZEN_WEATHER,0.09006366273031106,0.0940109499977998,4.198752664004687
T1,61731,FIXED512,RAW,S2,POINT,FROZEN_WEATHER,0.09235973181231691,0.09604120648989342,3.8332241046596187
T1,61731,FIXED512,RAW,S3,POINT,FROZEN_WEATHER,0.1044827081202862,0.10971268881087423,4.766978867506941
T1,61731,FIXED512,RAW,MEAN,POINT,FROZEN_WEATHER,0.09159750594285292,0.09534380361390113,3.9292513294508447
T1,61731,FIXED512,RAW,WORST,POINT,FROZEN_WEATHER,0.1044827081202862,0.10971268881087423,4.766978867506941
T2,61730,FIXED512,RAW,S0,POINT,FROZEN_WEATHER,0.1366155471676212,0.12856610506327273,-6.260936426740935
T2,61730,FIXED512,RAW,S1,POINT,FROZEN_WEATHER,0.13550891072398719,0.12974294788371551,-4.4441435425372955
T2,61730,FIXED512,RAW,S2,POINT,FROZEN_WEATHER,0.14033642682348277,0.1335286213458779,-5.098386704653139
T2,61730,FIXED512,RAW,S3,POINT,FROZEN_WEATHER,0.14008585266064208,0.13157882228344767,-6.465349232924833
T2,61730,FIXED512,RAW,MEAN,POINT,FROZEN_WEATHER,0.1381366843439333,0.13085412414407846,-5.565403648903187
T2,61730,FIXED512,RAW,WORST,POINT,FROZEN_WEATHER,0.14033642682348277,0.1335286213458779,-5.098386704653139
T2,61731,FIXED512,RAW,S0,POINT,FROZEN_WEATHER,0.14026597856379114,0.12856610506327273,-9.100278409119113
T2,61731,FIXED512,RAW,S1,POINT,FROZEN_WEATHER,0.13899320124052225,0.12974294788371551,-7.129677186845982
T2,61731,FIXED512,RAW,S2,POINT,FROZEN_WEATHER,0.14415370175614428,0.1335286213458779,-7.95715577916763
T2,61731,FIXED512,RAW,S3,POINT,FROZEN_WEATHER,0.14492304316915344,0.13157882228344767,-10.141617514222462
T2,61731,FIXED512,RAW,MEAN,POINT,FROZEN_WEATHER,0.14208398118240279,0.13085412414407846,-8.581966454461583
T2,61731,FIXED512,RAW,WORST,POINT,FROZEN_WEATHER,0.14492304316915344,0.1335286213458779,-8.533317957174654
